temp,time,slowCool,pH,numberInorg,numberOrg,numberOxlike,numberComponents,orgavgpolMax,orgrefractivityMax,orgmaximalprojectionareaMax,orgmaximalprojectionradiusMax,orgmaximalprojectionsizeMax,orgminimalprojectionareaMax,orgminimalprojectionradiusMax,orgminimalprojectionsizeMax,orgavgpol_pHdependentMax,orgmolpolMax,orgvanderwaalsMax,orgASAMax,orgASA+Max,orgASA-Max,orgASA_HMax,orgASA_PMax,orgpolarsurfaceareaMax,orghbdamsaccMax,orghbdamsdonMax,orgavgpolMin,orgrefractivityMin,orgmaximalprojectionareaMin,orgmaximalprojectionradiusMin,orgmaximalprojectionsizeMin,orgminimalprojectionareaMin,orgminimalprojectionradiusMin,orgminimalprojectionsizeMin,orgavgpol_pHdependentMin,orgmolpolMin,orgvanderwaalsMin,orgASAMin,orgASA+Min,orgASA-Min,orgASA_HMin,orgASA_PMin,orgpolarsurfaceareaMin,orghbdamsaccMin,orghbdamsdonMin,orgavgpolArithAvg,orgrefractivityArithAvg,orgmaximalprojectionareaArithAvg,orgmaximalprojectionradiusArithAvg,orgmaximalprojectionsizeArithAvg,orgminimalprojectionareaArithAvg,orgminimalprojectionradiusArithAvg,orgminimalprojectionsizeArithAvg,orgavgpol_pHdependentArithAvg,orgmolpolArithAvg,orgvanderwaalsArithAvg,orgASAArithAvg,orgASA+ArithAvg,orgASA-ArithAvg,orgASA_HArithAvg,orgASA_PArithAvg,orgpolarsurfaceareaArithAvg,orghbdamsaccArithAvg,orghbdamsdonArithAvg,orgavgpolGeomAvg,orgrefractivityGeomAvg,orgmaximalprojectionareaGeomAvg,orgmaximalprojectionradiusGeomAvg,orgmaximalprojectionsizeGeomAvg,orgminimalprojectionareaGeomAvg,orgminimalprojectionradiusGeomAvg,orgminimalprojectionsizeGeomAvg,orgavgpol_pHdependentGeomAvg,orgmolpolGeomAvg,orgvanderwaalsGeomAvg,orgASAGeomAvg,orgASA+GeomAvg,orgASA-GeomAvg,orgASA_HGeomAvg,orgASA_PGeomAvg,orgpolarsurfaceareaGeomAvg,orghbdamsaccGeomAvg,orghbdamsdonGeomAvg,oxlikeavgpolMax,oxlikerefractivityMax,oxlikemaximalprojectionareaMax,oxlikemaximalprojectionradiusMax,oxlikemaximalprojectionsizeMax,oxlikeminimalprojectionareaMax,oxlikeminimalprojectionradiusMax,oxlikeminimalprojectionsizeMax,oxlikeavgpol_pHdependentMax,oxlikemolpolMax,oxlikevanderwaalsMax,oxlikeASAMax,oxlikeASA+Max,oxlikeASA-Max,oxlikeASA_HMax,oxlikeASA_PMax,oxlikepolarsurfaceareaMax,oxlikehbdamsaccMax,oxlikehbdamsdonMax,oxlikeavgpolMin,oxlikerefractivityMin,oxlikemaximalprojectionareaMin,oxlikemaximalprojectionradiusMin,oxlikemaximalprojectionsizeMin,oxlikeminimalprojectionareaMin,oxlikeminimalprojectionradiusMin,oxlikeminimalprojectionsizeMin,oxlikeavgpol_pHdependentMin,oxlikemolpolMin,oxlikevanderwaalsMin,oxlikeASAMin,oxlikeASA+Min,oxlikeASA-Min,oxlikeASA_HMin,oxlikeASA_PMin,oxlikepolarsurfaceareaMin,oxlikehbdamsaccMin,oxlikehbdamsdonMin,oxlikeavgpolArithAvg,oxlikerefractivityArithAvg,oxlikemaximalprojectionareaArithAvg,oxlikemaximalprojectionradiusArithAvg,oxlikemaximalprojectionsizeArithAvg,oxlikeminimalprojectionareaArithAvg,oxlikeminimalprojectionradiusArithAvg,oxlikeminimalprojectionsizeArithAvg,oxlikeavgpol_pHdependentArithAvg,oxlikemolpolArithAvg,oxlikevanderwaalsArithAvg,oxlikeASAArithAvg,oxlikeASA+ArithAvg,oxlikeASA-ArithAvg,oxlikeASA_HArithAvg,oxlikeASA_PArithAvg,oxlikepolarsurfaceareaArithAvg,oxlikehbdamsaccArithAvg,oxlikehbdamsdonArithAvg,oxlikeavgpolGeomAvg,oxlikerefractivityGeomAvg,oxlikemaximalprojectionareaGeomAvg,oxlikemaximalprojectionradiusGeomAvg,oxlikemaximalprojectionsizeGeomAvg,oxlikeminimalprojectionareaGeomAvg,oxlikeminimalprojectionradiusGeomAvg,oxlikeminimalprojectionsizeGeomAvg,oxlikeavgpol_pHdependentGeomAvg,oxlikemolpolGeomAvg,oxlikevanderwaalsGeomAvg,oxlikeASAGeomAvg,oxlikeASA+GeomAvg,oxlikeASA-GeomAvg,oxlikeASA_HGeomAvg,oxlikeASA_PGeomAvg,oxlikepolarsurfaceareaGeomAvg,oxlikehbdamsaccGeomAvg,oxlikehbdamsdonGeomAvg,inorg-water-moleratio,org-water-moleratio,orgacc-waterdonratio,orgdon-wateraccratio,inorg-org-moleratio,0twater-water-moleratio,IonizationMax,EAMax,PaulingElectronegMax,PearsonElectronegMax,hardnessMax,AtomicRadiusMax,IonizationMin,EAMin,PaulingElectronegMin,PearsonElectronegMin,hardnessMin,AtomicRadiusMin,IonizationMean,EAMean,PaulingElectronegMean,PearsonElectronegMean,hardnessMean,AtomicRadiusMean,IonizationGeom,EAGeom,PaulingElectronegGeom,PearsonElectronegGeom,hardnessGeom,AtomicRadiusGeom,IonizationMaxWeighted,EAMaxWeighted,PaulingElectronegMaxWeighted,PearsonElectronegMaxWeighted,hardnessMaxWeighted,AtomicRadiusMaxWeighted,IonizationMinWeighted,EAMinWeighted,PaulingElectronegMinWeighted,PearsonElectronegMinWeighted,hardnessMinWeighted,AtomicRadiusMinWeighted,IonizationMeanWeighted,EAMeanWeighted,PaulingElectronegMeanWeighted,PearsonElectronegMeanWeighted,hardnessMeanWeighted,AtomicRadiusMeanWeighted,IonizationGeomWeighted,EAGeomWeighted,PaulingElectronegGeomWeighted,PearsonElectronegGeomWeighted,hardnessGeomWeighted,AtomicRadiusGeomWeighted,outcome
100,20.0,0,5,1,1,0,2,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.022,0.0049,0.0,-0.0197,4.4661,0.0269,684.3,71.9,2.16,378.1,306.2,190,684.3,71.9,2.16,378.1,306.2,190,684.3,71.9,2.16,378.1,306.2,190.0,684.3,71.9,2.16,378.1,306.2,190.0,2.5721,0.2703,0.0081,1.4212,1.1509,0.7142,2.5721,0.2703,0.0081,1.4212,1.1509,0.7142,2.5721,0.2703,0.0081,1.4212,1.1509,0.7142,2.5721,0.2703,0.0081,1.4212,1.1509,0.7142,0
100,20.0,0,5,1,1,0,2,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0166,0.0102,0.0,-0.041,1.6168,0.0268,684.3,71.9,2.16,378.1,306.2,190,684.3,71.9,2.16,378.1,306.2,190,684.3,71.9,2.16,378.1,306.2,190.0,684.3,71.9,2.16,378.1,306.2,190.0,1.9271,0.2025,0.0061,1.0648,0.8623,0.5351,1.9271,0.2025,0.0061,1.0648,0.8623,0.5351,1.9271,0.2025,0.0061,1.0648,0.8623,0.5351,1.9271,0.2025,0.0061,1.0648,0.8623,0.5351,0
100,20.0,0,5,1,1,0,2,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0163,0.0097,0.0,-0.0387,1.6814,0.026,684.3,71.9,2.16,378.1,306.2,190,684.3,71.9,2.16,378.1,306.2,190,684.3,71.9,2.16,378.1,306.2,190.0,684.3,71.9,2.16,378.1,306.2,190.0,1.9337,0.2032,0.0061,1.0685,0.8653,0.5369,1.9337,0.2032,0.0061,1.0685,0.8653,0.5369,1.9337,0.2032,0.0061,1.0685,0.8653,0.5369,1.9337,0.2032,0.0061,1.0685,0.8653,0.5369,0
100,20.0,0,5,1,1,0,2,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0165,0.0102,0.0,-0.0409,1.6182,0.0268,684.3,71.9,2.16,378.1,306.2,190,684.3,71.9,2.16,378.1,306.2,190,684.3,71.9,2.16,378.1,306.2,190.0,684.3,71.9,2.16,378.1,306.2,190.0,1.942,0.2041,0.0061,1.073,0.869,0.5392,1.942,0.2041,0.0061,1.073,0.869,0.5392,1.942,0.2041,0.0061,1.073,0.869,0.5392,1.942,0.2041,0.0061,1.073,0.869,0.5392,0
100,20.0,0,5,1,1,0,2,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0171,0.058,0.0,-0.2321,0.2948,0.0751,684.3,71.9,2.16,378.1,306.2,190,684.3,71.9,2.16,378.1,306.2,190,684.3,71.9,2.16,378.1,306.2,190.0,684.3,71.9,2.16,378.1,306.2,190.0,0.6517,0.0685,0.0021,0.3601,0.2916,0.1809,0.6517,0.0685,0.0021,0.3601,0.2916,0.1809,0.6517,0.0685,0.0021,0.3601,0.2916,0.1809,0.6517,0.0685,0.0021,0.3601,0.2916,0.1809,0
100,20.0,0,5,1,1,0,2,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0154,0.0533,0.0,-0.213,0.2897,0.0687,684.3,71.9,2.16,378.1,306.2,190,684.3,71.9,2.16,378.1,306.2,190,684.3,71.9,2.16,378.1,306.2,190.0,684.3,71.9,2.16,378.1,306.2,190.0,0.6417,0.0674,0.002,0.3546,0.2871,0.1782,0.6417,0.0674,0.002,0.3546,0.2871,0.1782,0.6417,0.0674,0.002,0.3546,0.2871,0.1782,0.6417,0.0674,0.002,0.3546,0.2871,0.1782,0
100,20.0,0,5,1,1,0,2,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0157,0.0555,0.0,-0.2219,0.2838,0.0712,684.3,71.9,2.16,378.1,306.2,190,684.3,71.9,2.16,378.1,306.2,190,684.3,71.9,2.16,378.1,306.2,190.0,684.3,71.9,2.16,378.1,306.2,190.0,0.6321,0.0664,0.002,0.3492,0.2828,0.1755,0.6321,0.0664,0.002,0.3492,0.2828,0.1755,0.6321,0.0664,0.002,0.3492,0.2828,0.1755,0.6321,0.0664,0.002,0.3492,0.2828,0.1755,0
100,20.0,0,5,1,1,0,2,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0219,0.0055,0.0,-0.022,3.971,0.0274,684.3,71.9,2.16,378.1,306.2,190,684.3,71.9,2.16,378.1,306.2,190,684.3,71.9,2.16,378.1,306.2,190.0,684.3,71.9,2.16,378.1,306.2,190.0,2.5419,0.2671,0.008,1.4045,1.1374,0.7058,2.5419,0.2671,0.008,1.4045,1.1374,0.7058,2.5419,0.2671,0.008,1.4045,1.1374,0.7058,2.5419,0.2671,0.008,1.4045,1.1374,0.7058,0
100,20.0,0,5,1,1,0,2,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0224,0.0049,0.0,-0.0195,4.5998,0.0273,684.3,71.9,2.16,378.1,306.2,190,684.3,71.9,2.16,378.1,306.2,190,684.3,71.9,2.16,378.1,306.2,190.0,684.3,71.9,2.16,378.1,306.2,190.0,2.5814,0.2712,0.0081,1.4263,1.1551,0.7167,2.5814,0.2712,0.0081,1.4263,1.1551,0.7167,2.5814,0.2712,0.0081,1.4263,1.1551,0.7167,2.5814,0.2712,0.0081,1.4263,1.1551,0.7167,0
100,20.0,0,5,1,1,0,2,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0222,0.0051,0.0,-0.0202,4.3861,0.0272,684.3,71.9,2.16,378.1,306.2,190,684.3,71.9,2.16,378.1,306.2,190,684.3,71.9,2.16,378.1,306.2,190.0,684.3,71.9,2.16,378.1,306.2,190.0,2.5648,0.2695,0.0081,1.4171,1.1477,0.7121,2.5648,0.2695,0.0081,1.4171,1.1477,0.7121,2.5648,0.2695,0.0081,1.4171,1.1477,0.7121,2.5648,0.2695,0.0081,1.4171,1.1477,0.7121,0
100,20.0,0,5,1,1,0,2,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0167,0.0103,0.0,-0.0412,1.6261,0.027,684.3,71.9,2.16,378.1,306.2,190,684.3,71.9,2.16,378.1,306.2,190,684.3,71.9,2.16,378.1,306.2,190.0,684.3,71.9,2.16,378.1,306.2,190.0,1.9248,0.2022,0.0061,1.0635,0.8613,0.5344,1.9248,0.2022,0.0061,1.0635,0.8613,0.5344,1.9248,0.2022,0.0061,1.0635,0.8613,0.5344,1.9248,0.2022,0.0061,1.0635,0.8613,0.5344,0
100,20.0,0,5,1,1,0,2,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,14.9,37.44,50.08,4.88,5.51,31.64,4.03,9.34,15.48,14.71,318.2,318.2,261.0,57.19,266.63,51.57,32.08,0.0,4.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0167,0.0102,0.0,-0.0408,1.6375,0.0269,684.3,71.9,2.16,378.1,306.2,190,684.3,71.9,2.16,378.1,306.2,190,684.3,71.9,2.16,378.1,306.2,190.0,684.3,71.9,2.16,378.1,306.2,190.0,1.9334,0.2031,0.0061,1.0683,0.8651,0.5368,1.9334,0.2031,0.0061,1.0683,0.8651,0.5368,1.9334,0.2031,0.0061,1.0683,0.8651,0.5368,1.9334,0.2031,0.0061,1.0683,0.8651,0.5368,0
